IDTNS;TIPO;OPERADORA;ESTADO;DATA;ANO_BASE;Q1;Q2;Q2_1;Q2_2;Q3;Q4;Q5;Q6;Q7;Q7a;Q8;J1;B1_1;B1_2;C1_1;C1_2;C1_3;D1_1;D1_2;A1_1;A1_2;A1_3;A1_4;A2_1;A2_2;A2_3;A3;A4;E1;E2;E3;E4;E5;E6;E7;E8;F1;F2_1;F2_2;F2_3;F3;F4_1;F4_2;F4_3;G1;G2_1;G2_2;G2_3;H0;COD_IBGE;H1;H2;H2a;H3;I1;I2;PESO
661731;BANDA-LARGA;SERCOMTEL;PR;03/ago/20;2020;1;;2;2;1;1;1;1;43;7;1;10;10;10;10;10;10;10;10;1;2;3;;10;10;10;10;10;2;;1;10;2;;1;10;1;10;10;10;2;;;;;2;2;1;CAMBÉ;4103701;4;5000;3;2;1;;0,302190147
661743;BANDA-LARGA;SERCOMTEL;PR;03/ago/20;2020;1;;2;2;1;1;1;1;68;8;1;8;8;10;10;8;8;10;10;1;;;;10;10;10;10;;1;10;1;10;2;;1;10;2;;;;1;10;10;10;;2;2;1;CAMBÉ;4103701;3;3000;2;2;1;;0,302190147
661755;BANDA-LARGA;SERCOMTEL;PR;03/ago/20;2020;1;;2;2;1;1;2;1;34;5;1;0;10;0;5;5;5;10;10;1;2;;;5;0;10;5;5;2;;2;;2;;1;8;2;;;;1;8;8;10;;2;2;1;CAMBÉ;4103701;2;999997;2;5;1;;0,302190147
661824;BANDA-LARGA;SERCOMTEL;PR;03/ago/20;2020;1;;2;2;1;1;1;1;40;6;2;7;8;6;7;9;8;7;9;1;;;;6;8;8;8;;1;8;2;;2;;2;;2;;;;2;;;;;2;2;1;CAMBÉ;4103701;1;3200;2;7;1;;0,302190147
661839;BANDA-LARGA;SERCOMTEL;PR;03/ago/20;2020;1;;2;2;1;1;1;1;24;3;1;7;9;8;7;7;6;7;9;1;;;;6;6;10;10;;1;4;1;3;2;;1;0;2;;;;1;8;0;0;;2;2;1;CAMBÉ;4103701;2;3000;2;5;1;;0,302190147
661890;BANDA-LARGA;SERCOMTEL;PR;03/ago/20;2020;1;;2;2;1;1;1;1;45;7;1;9;10;10;10;8;8;10;10;1;;;;10;10;10;10;;2;;1;10;2;;1;9;2;;;;1;10;10;10;;2;2;1;CAMBÉ;4103701;2;6000;3;9;1;;0,302190147
661925;BANDA-LARGA;SERCOMTEL;PR;03/ago/20;2020;1;;2;2;1;1;1;1;38;6;2;0;0;0;0;0;0;0;0;1;2;;;0;0;0;10;10;1;10;2;;1;0;1;10;2;;;;1;10;0;0;;2;2;1;CAMBÉ;4103701;2;1500;1;4;1;;0,302190147
672495;BANDA-LARGA;SKY;AM;03/ago/20;2020;1;;2;2;1;1;1;1;38;6;1;7;8;9;7;7;7;8;8;1;;;;9;8;9;9;;2;;2;;2;;2;;2;;;;2;;;;;1;2;2;MANAUS;1302603;2;3000;2;7;1;;0,133954269
682653;BANDA-LARGA;SKY;DF;03/ago/20;2020;1;;2;2;1;1;1;1;40;6;1;3;4;7;9;5;8;7;4;1;;;;0;6;10;9;;1;10;1;10;1;99;2;;2;;;;2;;;;;2;2;2;BRASÍLIA;5300108;1;999999;99;5;1;;0,070998408
683000;BANDA-LARGA;SKY;DF;03/ago/20;2020;1;;2;2;1;1;1;1;25;4;2;8;7;8;8;7;8;10;8;1;;;;10;10;10;9;;1;10;2;;2;;2;;2;;;;2;;;;;2;2;2;BRASÍLIA;5300108;1;1800;1;5;1;;0,070998408
719353;BANDA-LARGA;SKY;MG;03/ago/20;2020;1;;2;2;1;1;1;1;34;5;2;6;7;5;7;6;5;5;8;;2;3;;;;;;7;2;;1;7;1;6;1;7;1;8;6;9;2;;;;;2;2;2;OUTROS;9999;1;3000;2;5;1;;0,105366518
720504;BANDA-LARGA;SKY;MG;03/ago/20;2020;1;;2;2;1;1;1;1;31;5;2;1;2;2;1;2;1;0;0;1;;;;3;2;4;3;;1;2;1;4;1;1;1;0;1;1;2;5;1;1;3;3;;2;2;2;RIBEIRÃO DAS NEVES;3154606;2;1000;1;3;1;;0,105366518
733528;BANDA-LARGA;SKY;MT;03/ago/20;2020;1;;2;2;1;1;1;1;51;8;2;9;10;10;8;7;8;9;9;1;;;;7;10;10;10;;1;10;2;;2;;1;10;2;;;;2;;;;;2;2;2;CUIABÁ;5103403;1;2000;1;5;1;;0,0548337
733981;BANDA-LARGA;SKY;MT;03/ago/20;2020;1;;2;2;1;1;1;1;26;4;2;8;5;5;6;6;6;6;6;1;;;;8;8;10;9;;2;;2;;2;;1;7;2;;;;2;;;;;2;2;2;CUIABÁ;5103403;2;2500;2;4;1;;0,0548337
734209;BANDA-LARGA;SKY;MT;03/ago/20;2020;1;;2;2;1;1;1;1;23;3;1;0;0;0;0;0;0;10;10;;2;;;;;;;0;1;0;2;;2;;1;0;2;;;;2;;;;;2;2;2;VÁRZEA GRANDE;5108402;3;1000;1;5;1;;0,0548337
747484;BANDA-LARGA;SKY;PA;03/ago/20;2020;1;;2;2;1;1;1;1;44;7;1;5;9;4;0;1;2;5;9;1;;;;0;0;10;10;;1;0;1;0;1;3;1;0;1;0;8;8;1;0;0;0;;2;2;2;BELÉM;1501402;2;999997;1;5;1;;0,123385668
758678;BANDA-LARGA;SKY;SP;03/ago/20;2020;1;;2;2;1;1;1;1;25;4;2;9;10;10;9;9;9;9;9;1;2;;;9;9;9;9;9;1;10;2;;2;;1;10;1;9;10;10;1;9;9;10;;1;2;2;JUNDIAÍ;3525904;2;3000;2;6;1;;0,078931727
758795;BANDA-LARGA;SKY;SP;03/ago/20;2020;1;;2;2;1;1;1;1;48;7;2;1;4;1;0;0;0;0;0;1;;;;0;3;4;0;;1;0;2;;1;0;1;4;2;;;;1;0;0;0;;2;2;2;OSASCO;3534401;2;20000;5;9;1;;0,078931727
783319;BANDA-LARGA;TIM;BA;03/ago/20;2020;1;;2;2;1;1;2;1;45;7;1;5;6;5;6;4;6;5;7;1;;;;5;5;7;6;;2;;2;;2;;1;3;2;;;;1;0;4;4;;2;2;1;SALVADOR;2927408;1;3000;2;5;1;;0,148083294
783748;BANDA-LARGA;TIM;BA;03/ago/20;2020;1;;2;2;1;1;2;1;32;5;1;7;99;6;6;7;9;10;99;1;;;;9;8;8;9;;2;;2;;2;;1;7;2;;;;1;9;8;7;;2;2;1;SALVADOR;2927408;1;999997;99;7;1;;0,148083294
784007;BANDA-LARGA;TIM;BA;03/ago/20;2020;1;;2;2;1;1;1;1;42;7;2;7;1;1;9;10;10;9;9;1;;;;8;9;7;7;;1;8;2;;2;;1;8;2;;;;1;7;8;7;;2;2;1;SALVADOR;2927408;5;999997;99;9;3;;0,148083294
784241;BANDA-LARGA;TIM;BA;03/ago/20;2020;1;;2;2;1;1;1;1;44;7;1;3;3;6;5;3;3;8;8;1;2;;;5;5;5;8;6;2;;2;;2;;1;0;1;10;10;10;2;;;;;2;2;1;CAMAÇARI;2905701;2;6000;3;5;1;;0,148083294
794363;BANDA-LARGA;TIM;GO;03/ago/20;2020;1;;2;2;1;1;1;1;52;8;2;8;8;9;8;9;5;10;9;;;;97;;;;;;1;7;2;;2;;1;7;2;;;;1;8;9;8;;2;2;2;GOIÂNIA;5208707;3;7000;4;6;1;;0,239904845
794422;BANDA-LARGA;TIM;GO;03/ago/20;2020;1;;2;2;1;1;1;1;47;7;1;5;8;5;3;3;3;10;8;;;;97;;;;;;2;;2;;2;;1;3;2;;;;1;4;3;3;;2;2;1;OUTROS;9999;2;20000;5;7;1;;0,239904845
794638;BANDA-LARGA;TIM;GO;03/ago/20;2020;1;;2;2;1;1;1;1;34;5;2;8;9;9;8;10;8;5;9;1;2;;;5;8;6;7;7;1;7;2;;2;;1;6;2;;;;2;;;;;2;2;2;GOIÂNIA;5208707;2;4000;2;9;1;;0,239904845
823952;BANDA-LARGA;UNIFIQUE;SC;03/ago/20;2020;1;;2;2;1;1;1;1;27;4;2;9;9;10;8;10;10;9;9;1;;3;;8;8;10;8;;2;;2;;2;;1;10;2;;;;1;10;10;10;;2;1;1;INDAIAL;4207502;4;999997;1;6;1;;1,803466277
824007;BANDA-LARGA;UNIFIQUE;SC;03/ago/20;2020;1;;2;2;1;1;1;1;44;7;1;9;10;9;9;9;9;10;10;1;;3;;9;10;9;9;;1;9;2;;2;;1;9;2;;;;2;;;;;2;2;2;BRUSQUE;4202909;2;999997;99;4;3;;1,803466277
824037;BANDA-LARGA;UNIFIQUE;SC;03/ago/20;2020;1;;2;2;1;1;1;1;21;3;1;9;8;8;10;9;10;10;10;;2;;;;;;;8;2;;1;10;2;;2;;2;;;;2;;;;;2;2;2;BRUSQUE;4202909;2;3000;2;6;1;;1,803466277
824079;BANDA-LARGA;UNIFIQUE;SC;03/ago/20;2020;1;;2;2;1;1;1;1;26;4;2;7;9;8;6;5;6;10;8;;2;3;;;;;;9;2;;2;;2;;1;5;2;;;;1;7;7;7;;2;1;1;GUABIRUBA;4206306;3;999997;99;7;3;;1,803466277
824216;BANDA-LARGA;UNIFIQUE;SC;03/ago/20;2020;1;;2;2;1;1;2;1;31;5;1;9;8;9;9;9;10;10;9;1;;3;;6;10;9;7;;2;;1;8;2;;1;8;2;;;;1;7;8;8;;2;2;1;INDAIAL;4207502;4;5000;3;4;1;;1,803466277
828918;BANDA-LARGA;VIVO;AL;03/ago/20;2020;1;;2;2;1;1;1;1;40;6;2;7;10;9;8;7;7;9;9;1;2;;;1;6;7;4;6;1;10;1;10;2;;1;7;1;7;8;8;2;;;;;1;1;2;MACEIÓ;2704302;2;999997;99;7;1;;0,164269245
836572;BANDA-LARGA;VIVO;BA;03/ago/20;2020;1;;2;2;1;1;2;1;27;4;1;6;10;3;5;0;7;8;8;1;;;;0;3;7;7;;2;;2;;2;;1;3;2;;;;1;5;7;5;;2;2;1;SALVADOR;2927408;3;999997;99;7;1;;0,668020487
855247;BANDA-LARGA;VIVO;DF;03/ago/20;2020;1;;2;2;1;1;1;1;40;6;2;10;10;10;10;0;10;10;10;1;;;;10;10;10;10;;1;10;2;;1;10;1;10;2;;;;2;;;;;2;2;1;BRASÍLIA;5300108;2;2000;1;2;1;;0,860180898
876657;BANDA-LARGA;VIVO;GO;03/ago/20;2020;1;;2;2;1;1;1;1;39;6;1;6;5;7;8;7;7;5;5;1;2;;;1;5;7;5;5;1;5;1;5;1;5;1;5;1;7;5;8;1;7;7;7;;2;2;1;LUZIÂNIA;5212501;2;999997;1;5;1;;0,791468434
886197;BANDA-LARGA;VIVO;MG;03/ago/20;2020;1;;2;2;1;1;1;1;31;5;2;7;8;6;8;8;6;7;8;;;3;;;;;;;1;5;1;5;2;;2;;2;;;;2;;;;;2;1;2;POUSO ALEGRE;3152501;1;2000;1;7;1;;1,475334685
886796;BANDA-LARGA;VIVO;MG;03/ago/20;2020;1;;2;2;1;1;2;1;54;8;1;9;10;10;9;9;9;10;10;1;;;;10;10;99;10;;1;10;1;10;2;;1;10;1;10;10;10;2;;;;;2;2;1;BELO HORIZONTE;3106200;1;5000;3;5;1;;1,475334685
923818;BANDA-LARGA;VIVO;PE;03/ago/20;2020;1;;2;2;1;1;1;1;21;3;2;8;10;8;8;9;7;9;10;1;;;;7;0;9;9;;2;;2;;2;;1;10;2;;;;2;;;;;2;2;1;OLINDA;2609600;2;3500;2;7;1;;0,710561378
950817;BANDA-LARGA;VIVO;RJ;03/ago/20;2020;1;;2;2;1;1;1;1;47;7;2;8;7;8;7;7;8;9;8;1;;;;7;7;6;7;;2;;2;;2;;2;;2;;;;2;;;;;2;2;1;RIO DE JANEIRO;3304557;3;6000;3;5;1;;1,225023816
957955;BANDA-LARGA;VIVO;RS;03/ago/20;2020;1;;2;2;1;1;1;1;54;8;2;5;8;8;8;7;6;9;9;1;2;;;7;8;10;9;9;2;;2;;2;;1;8;2;;;;1;10;10;10;;2;2;1;PORTO ALEGRE;4314902;3;999999;99;5;1;;1,524497128
958535;BANDA-LARGA;VIVO;RS;03/ago/20;2020;1;;2;2;1;1;1;1;46;7;2;0;10;10;10;10;10;10;10;1;;;;10;10;10;10;;1;10;2;;2;;2;;1;10;10;10;2;;;;;2;1;1;PORTO ALEGRE;4314902;2;3000;2;6;1;;1,524497128
967268;BANDA-LARGA;VIVO;SC;03/ago/20;2020;1;;2;2;1;1;1;1;42;7;1;8;9;7;8;7;8;7;8;;;;97;;;;;;2;;2;;2;;1;9;1;10;10;10;1;10;10;9;;2;2;1;JOINVILLE;4209102;2;4000;2;5;1;;1,124866094
967740;BANDA-LARGA;VIVO;SC;03/ago/20;2020;1;;2;2;1;1;1;1;31;5;1;3;5;0;0;3;0;10;5;1;;;;5;5;5;5;;1;5;1;0;1;5;1;5;2;;;;2;;;;;2;2;1;INDAIAL;4207502;2;3000;2;4;1;;1,124866094
984603;BANDA-LARGA;VIVO;SP;03/ago/20;2020;1;;2;2;1;1;2;1;60;8;1;7;8;8;8;7;8;8;6;1;2;;;5;6;6;6;7;2;;1;6;1;4;1;6;1;9;9;9;2;;;;;1;2;2;SÃO CAETANO DO SUL;3548807;2;999999;99;5;3;;14,96133461
277;BANDA-LARGA;CLARO/NET;AC;04/ago/20;2020;1;;2;2;1;1;1;1;47;7;1;9;8;8;10;10;10;8;8;1;2;;;8;8;8;8;9;1;8;1;10;2;;1;8;2;;;;1;10;10;10;;2;1;1;RIO BRANCO;1200401;1;2500;2;7;1;;0,076348118
19027;BANDA-LARGA;CLARO/NET;AM;04/ago/20;2020;1;;2;2;1;1;1;1;40;6;1;10;10;10;10;10;8;10;10;;2;;;;;;;10;2;;1;10;1;10;2;;1;10;10;10;1;10;10;10;;2;1;1;MANAUS;1302603;2;1800;1;2;1;;0,835665362
29915;BANDA-LARGA;CLARO/NET;BA;04/ago/20;2020;1;;2;2;1;1;1;1;42;7;1;3;5;0;8;9;9;2;0;1;2;;;6;0;8;8;3;1;0;1;3;1;5;1;7;2;;;;2;;;;;1;2;1;CAMAÇARI;2905701;2;2800;2;6;1;;0,511635463
30844;BANDA-LARGA;CLARO/NET;BA;04/ago/20;2020;1;;2;2;1;1;1;1;63;8;1;5;5;4;3;2;2;2;7;1;2;;;3;4;2;5;99;1;7;2;;1;8;1;5;2;;;;1;6;2;8;;2;2;1;SALVADOR;2927408;2;7000;4;7;1;;0,511635463
30946;BANDA-LARGA;CLARO/NET;BA;04/ago/20;2020;1;;2;2;1;1;2;1;45;7;1;4;8;8;2;0;3;99;8;1;;;;5;2;8;3;;2;;2;;2;;1;1;2;;;;1;99;5;3;;1;2;2;SALVADOR;2927408;3;999999;99;9;3;;0,511635463
32311;BANDA-LARGA;CLARO/NET;BA;04/ago/20;2020;1;;2;2;1;1;1;1;49;7;2;6;10;7;10;6;6;10;10;1;;;;10;10;10;10;;2;;2;;2;;1;5;1;10;10;10;2;;;;;2;2;1;CAMAÇARI;2905701;2;999997;1;6;1;;0,511635463
62284;BANDA-LARGA;CLARO/NET;ES;04/ago/20;2020;1;;2;2;1;1;1;1;32;5;2;4;5;4;6;5;5;0;2;1;2;;;8;5;3;2;9;1;2;1;0;1;0;1;7;1;9;9;9;2;;;;;2;2;1;SERRA;3205002;1;3000;2;5;1;;0,630163929
73282;BANDA-LARGA;CLARO/NET;GO;04/ago/20;2020;1;;2;2;1;1;1;1;55;8;2;9;8;9;8;8;8;9;10;1;2;;;8;9;10;9;10;1;8;1;9;2;;1;8;2;;;;2;;;;;1;1;1;GOIÂNIA;5208707;1;999997;2;7;1;;0,800542161
83115;BANDA-LARGA;CLARO/NET;MA;04/ago/20;2020;1;;2;2;1;1;1;1;50;7;1;8;7;9;7;7;6;10;10;1;;;;5;8;10;8;;2;;1;10;2;;1;7;2;;;;2;;;;;1;1;1;SÃO LUÍS;2111300;2;15000;5;9;1;;0,30203225
93285;BANDA-LARGA;CLARO/NET;MG;04/ago/20;2020;1;;2;2;1;1;2;1;55;8;1;7;7;7;9;8;8;8;8;1;;;;7;8;7;7;;2;;2;;2;;2;;2;;;;2;;;;;1;2;1;BELO HORIZONTE;3106200;2;8000;4;9;2;;2,41303017
95086;BANDA-LARGA;CLARO/NET;MG;04/ago/20;2020;1;;2;2;1;1;1;1;46;7;2;5;5;5;6;5;5;5;6;1;;;;5;5;5;5;;2;;2;;2;;2;;1;6;6;6;2;;;;;2;2;1;BELO HORIZONTE;3106200;1;5000;3;5;1;;2,41303017
106845;BANDA-LARGA;CLARO/NET;MS;04/ago/20;2020;1;;2;2;1;1;1;1;38;6;2;6;4;5;7;6;3;3;4;;;;97;;;;;;2;;1;2;1;0;2;;2;;;;2;;;;;1;2;2;CAMPO GRANDE;5002704;1;999997;99;7;3;;0,448520949
115315;BANDA-LARGA;CLARO/NET;MT;04/ago/20;2020;1;;2;2;1;1;1;1;66;8;2;7;10;7;7;7;7;10;10;1;2;;;10;10;10;10;10;1;10;2;;2;;2;;2;;;;2;;;;;1;2;1;CUIABÁ;5103403;3;999999;99;5;1;;0,331975794
137704;BANDA-LARGA;CLARO/NET;PB;04/ago/20;2020;1;;2;2;1;1;1;1;43;7;1;4;9;3;9;9;10;10;10;1;;;;9;5;9;6;;2;;2;;2;;2;;2;;;;1;9;9;9;;1;2;1;JOÃO PESSOA;2507507;3;15000;5;7;1;;0,397971582
147824;BANDA-LARGA;CLARO/NET;PE;04/ago/20;2020;1;;2;2;1;1;2;1;28;4;1;9;10;10;10;8;10;10;10;;;;97;;;;;;2;;2;;2;;1;9;2;;;;2;;;;;1;1;1;OLINDA;2609600;2;3000;2;7;1;;0,454021016
154890;BANDA-LARGA;CLARO/NET;PI;04/ago/20;2020;1;;2;2;1;1;2;1;33;5;1;8;8;9;8;7;8;8;9;1;2;;;8;8;8;8;8;1;8;1;8;1;7;1;7;2;;;;1;9;9;8;;1;1;1;TERESINA;2211001;4;999997;2;9;1;;0,173615161
156300;BANDA-LARGA;CLARO/NET;PI;04/ago/20;2020;1;;2;2;1;1;1;1;51;8;2;4;8;5;5;2;5;8;9;1;;;;8;6;8;8;;2;;1;7;2;;1;3;2;;;;2;;;;;1;2;1;TERESINA;2211001;2;15000;5;8;1;;0,173615161
156580;BANDA-LARGA;CLARO/NET;PI;04/ago/20;2020;1;;2;2;1;1;2;1;28;4;1;6;4;1;8;5;7;7;9;1;2;;;2;3;3;3;5;2;;2;;2;;1;6;2;;;;2;;;;;2;2;1;TERESINA;2211001;3;10000;4;8;1;;0,173615161
165057;BANDA-LARGA;CLARO/NET;PR;04/ago/20;2020;1;;2;2;1;1;1;1;46;7;1;5;1;10;2;0;6;10;10;1;;;;3;5;0;5;;1;5;1;10;1;10;1;1;2;;;;1;3;0;5;;2;2;1;CURITIBA;4106902;4;7000;4;6;1;;2,176868465
165909;BANDA-LARGA;CLARO/NET;PR;04/ago/20;2020;1;;2;2;1;1;1;1;68;8;1;7;6;8;9;9;8;8;8;;;3;;;;;;;1;7;1;8;1;8;2;;2;;;;2;;;;;2;1;1;CURITIBA;4106902;1;2000;1;7;1;;2,176868465
166820;BANDA-LARGA;CLARO/NET;PR;04/ago/20;2020;1;;2;2;1;1;1;1;68;8;2;7;8;5;2;2;2;1;5;;;;97;;;;;;2;;2;;2;;1;5;1;5;99;5;2;;;;;1;1;1;CURITIBA;4106902;1;10000;4;6;1;;2,176868465
184748;BANDA-LARGA;CLARO/NET;RN;04/ago/20;2020;1;;2;2;1;1;2;1;18;3;2;8;8;7;8;9;8;9;9;1;;;;6;5;6;8;;1;9;1;9;2;;1;9;1;9;9;9;1;9;9;9;;1;1;2;NATAL;2408102;1;8000;4;5;1;;0,333738666
186781;BANDA-LARGA;CLARO/NET;RN;04/ago/20;2020;1;;2;2;1;1;1;1;65;8;2;4;5;4;6;4;5;5;7;1;2;3;;5;5;5;4;4;1;5;1;5;1;2;1;3;2;;;;1;7;4;3;;1;1;1;NATAL;2408102;1;10000;4;7;1;;0,333738666
196647;BANDA-LARGA;CLARO/NET;RO;04/ago/20;2020;1;;2;2;1;1;1;1;61;8;1;7;8;8;8;8;7;99;8;;2;;;;;;;8;2;;2;;2;;2;;2;;;;1;10;10;10;;1;2;1;PORTO VELHO;1100205;1;12000;5;9;1;;0,071185672
234932;BANDA-LARGA;CLARO/NET;SP;04/ago/20;2020;1;;2;2;1;1;1;1;39;6;2;3;0;0;5;3;3;3;2;1;2;;;0;0;0;0;0;1;0;1;0;1;0;2;;2;;;;1;3;0;5;;1;1;1;SÃO PAULO;3550308;2;20000;5;7;1;;19,63292645
265610;BANDA-LARGA;ALGAR;MG;04/ago/20;2020;1;;2;2;1;1;2;1;18;3;2;6;4;7;10;8;8;5;3;;;;97;;;;;;2;;2;;2;;2;;2;;;;2;;;;;2;1;1;UBERLÂNDIA;3170206;2;5000;3;5;1;;1,720490595
265735;BANDA-LARGA;ALGAR;MG;04/ago/20;2020;1;;2;2;1;1;2;1;58;8;1;7;8;7;6;7;6;7;9;1;2;;;7;7;8;6;6;1;9;2;;2;;1;7;2;;;;1;6;9;8;;2;1;1;UBERLÂNDIA;3170206;2;999997;1;5;1;;1,720490595
265875;BANDA-LARGA;ALGAR;MG;04/ago/20;2020;1;;2;2;1;1;1;1;22;3;1;10;6;6;8;10;8;8;10;1;;;;1;8;10;8;;1;6;2;;2;;2;;2;;;;2;;;;;2;1;1;UBERLÂNDIA;3170206;3;999997;99;7;3;;1,720490595
266006;BANDA-LARGA;ALGAR;MG;04/ago/20;2020;1;;2;2;1;1;2;1;50;7;1;5;5;5;4;2;3;7;0;1;2;;;4;10;8;0;7;1;8;2;;1;5;1;7;2;;;;1;10;10;7;;2;1;1;UBERLÂNDIA;3170206;1;999997;1;5;1;;1,720490595
266479;BANDA-LARGA;ALGAR;MG;04/ago/20;2020;1;;2;2;1;1;1;1;29;4;2;5;6;5;8;5;5;4;10;1;;;;5;8;7;7;;2;;1;10;2;;1;6;2;;;;1;10;10;10;;2;2;1;UBERLÂNDIA;3170206;3;6000;3;7;3;;1,720490595
276263;BANDA-LARGA;ALGAR;SP;04/ago/20;2020;1;;2;2;1;1;1;1;41;7;2;8;9;9;8;7;8;8;8;1;;;;7;8;9;8;;2;;2;;2;;1;8;2;;;;2;;;;;2;1;1;JARDINÓPOLIS;3525102;2;999997;99;5;1;;0,385319884
287074;BANDA-LARGA;BRISANET;CE;04/ago/20;2020;1;;2;2;1;1;1;1;24;3;2;8;9;8;10;7;9;9;10;1;2;3;;10;10;10;10;10;1;9;2;;2;;1;8;1;10;8;10;2;;;;;2;2;1;QUIXADÁ;2311306;8;3000;2;5;1;;1,30502718
294960;BANDA-LARGA;BRISANET;PB;04/ago/20;2020;1;;2;2;1;1;2;1;47;7;2;8;10;8;9;8;7;10;9;;2;;;;;;;10;2;;2;;2;;2;;2;;;;2;;;;;2;1;2;TAPEROÁ;2516508;4;1000;1;3;1;;1,273601605
295120;BANDA-LARGA;BRISANET;PB;04/ago/20;2020;1;;2;2;1;1;1;1;38;6;2;9;9;9;9;9;8;9;9;;2;;;;;;;9;2;;2;;2;;2;;2;;;;2;;;;;2;2;1;PATOS;2510808;2;999997;5;7;1;;1,273601605
299790;BANDA-LARGA;BRISANET;PE;04/ago/20;2020;1;;2;2;1;1;1;1;57;8;2;7;8;7;8;8;8;7;7;1;2;3;;8;8;8;8;8;1;8;2;;2;;2;;2;;;;2;;;;;2;2;2;SANTA CRUZ DO CAPIBARIBE;2612505;2;5000;3;6;3;;0,153672687
309383;BANDA-LARGA;BRISANET;RN;04/ago/20;2020;1;;2;2;1;1;1;1;67;8;2;6;5;5;6;8;6;10;10;1;;;;5;10;10;6;;2;;2;;2;;1;7;2;;;;1;5;5;6;;2;2;2;CAICÓ;2402006;2;8000;4;5;1;;0,527034435
316920;BANDA-LARGA;HUGHES;BA;04/ago/20;2020;1;;2;2;1;1;1;1;28;4;2;6;6;6;7;7;5;6;7;;;;97;;;;;;1;8;2;;2;;2;;2;;;;2;;;;;2;2;2;SALVADOR;2927408;2;999997;1;7;3;;0,057069444
316931;BANDA-LARGA;HUGHES;BA;04/ago/20;2020;1;;2;2;1;1;1;1;42;7;1;7;10;10;8;5;7;8;10;1;;;;5;8;10;9;;1;9;2;;2;;1;8;1;8;9;9;2;;;;;2;2;2;JAGUARIPE;2917805;1;999997;1;5;1;;0,057069444
348176;BANDA-LARGA;HUGHES;RS;04/ago/20;2020;1;;2;2;1;1;1;1;66;8;1;6;7;7;6;6;6;6;7;;;;97;;;;;;2;;2;;2;;1;7;2;;;;2;;;;;2;2;2;PORTO ALEGRE;4314902;2;3000;2;7;1;;0,068548425
348228;BANDA-LARGA;HUGHES;RS;04/ago/20;2020;1;;2;2;1;1;1;1;40;6;1;9;10;10;10;10;10;10;10;;2;;;;;;;10;1;10;2;;2;;2;;2;;;;2;;;;;2;2;2;PASSA SETE;4314068;2;2300;2;6;1;;0,068548425
348646;BANDA-LARGA;HUGHES;RS;04/ago/20;2020;1;;2;2;1;1;2;1;50;7;1;10;10;10;8;8;7;10;10;;;;97;;;;;;1;10;1;10;2;;2;;2;;;;2;;;;;2;2;2;CACHOEIRA DO SUL;4303004;2;2500;2;2;1;;0,068548425
358594;BANDA-LARGA;HUGHES;SP;04/ago/20;2020;1;;2;2;1;1;1;1;42;7;2;7;10;8;9;8;8;5;10;1;;;;9;10;9;10;;2;;1;10;2;;1;10;2;;;;2;;;;;2;2;2;SÃO PAULO;3550308;2;20000;5;7;1;;0,106652325
369144;BANDA-LARGA;OI;AC;04/ago/20;2020;1;;2;2;1;1;1;1;41;7;1;8;7;8;8;9;8;9;8;1;2;;;7;8;8;8;8;2;;2;;2;;1;8;2;;;;1;8;8;8;;2;2;1;RIO BRANCO;1200401;1;1500;1;7;1;;0,148912782
369542;BANDA-LARGA;OI;AC;04/ago/20;2020;1;;2;2;1;1;1;1;45;7;1;5;5;99;3;4;2;8;8;1;2;;;5;5;5;8;5;2;;1;5;2;;2;;2;;;;2;;;;;2;2;1;RIO BRANCO;1200401;1;1500;1;4;1;;0,148912782
380926;BANDA-LARGA;OI;AL;04/ago/20;2020;1;;2;2;1;1;1;1;26;4;1;8;9;9;8;8;9;10;10;1;2;;;9;8;10;9;9;2;;2;;2;;1;9;2;;;;2;;;;;2;1;1;MACEIÓ;2704302;3;3300;2;7;1;;0,083964386
417093;BANDA-LARGA;OI;CE;04/ago/20;2020;1;;2;2;1;1;1;1;41;7;2;3;5;5;5;2;4;3;4;1;2;3;;5;2;5;3;3;1;5;1;5;1;5;1;2;2;;;;1;2;2;2;;2;1;1;FORTALEZA;2304400;2;5000;3;9;1;;0,253532134
429348;BANDA-LARGA;OI;DF;04/ago/20;2020;1;;2;2;1;1;1;1;47;7;2;6;4;5;6;7;6;4;5;1;;;;7;4;8;8;;2;;2;;2;;2;;2;;;;2;;;;;2;2;1;BRASÍLIA;5300108;2;3000;2;5;1;;0,437668628
439675;BANDA-LARGA;OI;ES;04/ago/20;2020;1;;2;2;1;1;2;1;32;5;1;8;9;9;10;9;8;8;9;1;2;;;10;10;10;10;10;1;8;1;8;2;;1;10;2;;;;2;;;;;2;2;1;CARIACICA;3201308;1;1500;1;6;1;;0,514795598
439919;BANDA-LARGA;OI;ES;04/ago/20;2020;1;;2;2;1;1;1;1;46;7;1;7;7;6;7;5;7;7;7;1;;;;7;6;7;7;;2;;1;6;2;;1;6;2;;;;1;8;7;6;;1;2;1;VITÓRIA;3205309;2;5200;3;6;1;;0,514795598
440166;BANDA-LARGA;OI;ES;04/ago/20;2020;1;;2;2;1;1;1;1;53;8;1;8;10;10;8;7;9;10;10;1;2;;;8;7;9;9;9;2;;2;;2;;1;9;2;;;;1;7;10;10;;1;1;1;VITÓRIA;3205309;2;6000;3;5;1;;0,514795598
