IDTNS;TIPO;OPERADORA;ESTADO;DATA;ANO_BASE;Q1;Q2;Q2_1;Q2_2;Q3;Q4;Q5;Q6;Q7;Q7a;Q8;J1;B1_1;B1_2;C1_1;C1_2;C1_3;D1_1;D1_2;A1_1;A1_2;A1_3;A1_4;A2_1;A2_2;A2_3;A3;A4;E1;E2;E3;E4;E5;E6;E7;E8;F1;F2_1;F2_2;F2_3;F3;F4_1;F4_2;F4_3;G1;G2_1;G2_2;G2_3;H0;COD_IBGE;H1;H2;H2a;H3;I1;I2;PESO
115551;BANDA-LARGA;CLARO/NET;MT;05/ago/20;2020;1;;2;2;1;1;1;1;34;5;2;5;8;5;4;1;4;8;8;1;;;;1;8;8;7;;2;;1;7;1;5;1;2;2;;;;1;7;9;5;;1;2;1;CUIABÁ;5103403;3;5000;3;6;1;;0,331975794
125261;BANDA-LARGA;CLARO/NET;PA;05/ago/20;2020;1;;2;2;1;1;2;1;54;8;2;9;10;10;10;9;10;9;9;1;2;3;;8;10;10;9;10;2;;2;;2;;2;;2;;;;2;;;;;1;1;1;BELÉM;1501402;99;999999;99;7;3;;0,498548009
127308;BANDA-LARGA;CLARO/NET;PA;05/ago/20;2020;1;;2;2;1;1;1;1;36;6;2;8;5;6;9;7;8;5;8;;;;97;;;;;;1;7;1;8;1;99;1;8;2;;;;1;8;9;8;;2;1;1;BELÉM;1501402;3;999997;3;5;1;;0,498548009
139085;BANDA-LARGA;CLARO/NET;PB;05/ago/20;2020;1;;2;2;1;1;1;1;32;5;2;5;4;6;7;4;3;7;5;1;2;;;0;2;3;0;0;2;;1;5;1;2;1;2;2;;;;2;;;;;1;1;1;JOÃO PESSOA;2507507;1;12000;5;7;1;;0,397971582
145790;BANDA-LARGA;CLARO/NET;PE;05/ago/20;2020;1;;2;2;1;1;1;1;32;5;2;7;9;7;8;8;5;9;9;1;2;;;9;7;8;8;9;2;;1;9;2;;1;7;1;9;10;9;1;10;10;9;;1;2;2;RECIFE;2611606;1;999997;99;7;1;;0,454021016
146088;BANDA-LARGA;CLARO/NET;PE;05/ago/20;2020;1;;2;2;1;1;2;1;28;4;1;7;8;9;8;7;7;8;10;;;;97;;;;;;2;;2;;2;;2;;2;;;;2;;;;;1;1;1;OLINDA;2609600;1;999999;99;7;1;;0,454021016
155111;BANDA-LARGA;CLARO/NET;PI;05/ago/20;2020;1;;2;2;1;1;1;1;51;8;2;8;7;8;8;7;7;8;8;1;2;;;6;5;8;8;8;2;;2;;2;;1;8;2;;;;1;8;8;8;;1;2;1;TERESINA;2211001;1;20000;5;7;1;;0,173615161
155675;BANDA-LARGA;CLARO/NET;PI;05/ago/20;2020;1;;2;2;1;1;1;1;43;7;2;7;7;8;7;7;5;7;6;1;2;;;4;5;9;6;7;2;;2;;1;4;1;5;2;;;;1;8;10;10;;1;1;1;TERESINA;2211001;2;10000;4;7;1;;0,173615161
164274;BANDA-LARGA;CLARO/NET;PR;05/ago/20;2020;1;;2;2;1;1;2;1;18;3;2;8;2;9;8;6;8;10;7;;;;97;;;;;;2;;2;;2;;2;;2;;;;2;;;;;2;2;1;PARANAGUÁ;4118204;2;1000;1;6;3;;2,176868465
166604;BANDA-LARGA;CLARO/NET;PR;05/ago/20;2020;1;;2;2;1;1;1;1;68;8;2;2;7;3;5;5;2;7;7;1;2;3;;5;5;5;5;5;2;;1;0;2;;1;2;2;;;;2;;;;;1;2;1;CURITIBA;4106902;2;2000;1;7;1;;2,176868465
166721;BANDA-LARGA;CLARO/NET;PR;05/ago/20;2020;1;;2;2;1;1;1;1;36;6;1;7;5;7;7;7;7;8;9;1;2;;;10;8;8;9;9;2;;1;8;1;8;1;2;2;;;;1;8;10;5;;1;2;1;CURITIBA;4106902;2;10000;4;7;1;;2,176868465
166722;BANDA-LARGA;CLARO/NET;PR;05/ago/20;2020;1;;2;2;1;1;1;1;34;5;1;10;10;10;8;8;8;8;9;1;2;;;10;10;10;10;10;1;10;1;10;1;10;1;8;1;10;10;10;2;;;;;1;1;2;CURITIBA;4106902;1;1700;1;6;1;;2,176868465
185636;BANDA-LARGA;CLARO/NET;RN;05/ago/20;2020;1;;2;2;1;1;1;1;72;9;2;6;6;4;7;6;6;7;7;1;2;;;8;6;4;8;6;2;;1;8;1;8;1;8;2;;;;1;8;6;8;;1;2;1;PARNAMIRIM;2403251;2;5000;3;7;1;;0,333738666
193858;BANDA-LARGA;CLARO/NET;RO;05/ago/20;2020;1;;2;2;1;1;1;1;42;7;1;8;8;9;7;7;9;8;7;1;2;;;9;9;9;9;8;1;9;1;8;1;7;1;7;2;;;;1;9;9;9;;1;2;1;PORTO VELHO;1100205;2;6500;4;7;1;;0,071185672
205814;BANDA-LARGA;CLARO/NET;RS;05/ago/20;2020;1;;2;2;1;1;1;1;66;8;2;6;5;6;7;7;7;7;7;;;3;;;;;;;1;7;1;6;2;;2;;2;;;;2;;;;;1;2;1;ERECHIM;4307005;2;999997;2;7;3;;2,903910715
207573;BANDA-LARGA;CLARO/NET;RS;05/ago/20;2020;1;;2;2;1;1;1;1;36;6;2;6;5;7;6;5;5;9;8;;;;97;;;;;;2;;2;;2;;1;6;2;;;;1;9;7;8;;2;2;2;PASSO FUNDO;4314100;1;3000;2;6;2;;2,903910715
217362;BANDA-LARGA;CLARO/NET;SC;05/ago/20;2020;1;;2;2;1;1;2;1;47;7;1;8;8;5;9;9;9;10;10;;2;;;;;;;9;2;;2;;2;;2;;2;;;;2;;;;;2;2;1;JOINVILLE;4209102;1;999997;99;5;1;;2,442418163
217442;BANDA-LARGA;CLARO/NET;SC;05/ago/20;2020;1;;2;2;1;1;1;1;53;8;2;2;0;2;5;5;5;2;10;;;;97;;;;;;2;;2;;2;;2;;2;;;;2;;;;;1;1;1;ITAJAÍ;4208203;1;5000;3;5;1;;2,442418163
218058;BANDA-LARGA;CLARO/NET;SC;05/ago/20;2020;1;;2;2;1;1;1;1;50;7;2;7;9;7;10;9;9;9;10;1;;;;0;5;0;4;;2;;2;;2;;1;7;2;;;;2;;;;;1;2;1;BLUMENAU;4202404;2;999997;1;5;2;;2,442418163
224817;BANDA-LARGA;CLARO/NET;SE;05/ago/20;2020;1;;2;2;1;1;1;1;74;9;1;7;8;9;8;7;7;8;8;1;2;;;6;7;8;8;9;1;8;1;8;1;9;2;;2;;;;2;;;;;1;1;1;ARACAJU;2800308;2;13000;5;7;1;;0,189762983
234203;BANDA-LARGA;CLARO/NET;SP;05/ago/20;2020;1;;2;2;1;1;2;1;37;6;1;10;10;10;10;10;10;10;10;;;;97;;;;;;2;;2;;2;;2;;2;;;;2;;;;;1;2;1;ITU;3523909;2;999997;99;5;1;;19,63292645
234603;BANDA-LARGA;CLARO/NET;SP;05/ago/20;2020;1;;2;2;1;1;1;1;60;8;1;9;10;10;10;10;10;10;10;;;;97;;;;;;2;;2;;2;;2;;2;;;;2;;;;;1;2;1;PRAIA GRANDE;3541000;2;10000;4;5;1;;19,63292645
234781;BANDA-LARGA;CLARO/NET;SP;05/ago/20;2020;1;;2;2;1;1;2;1;19;3;1;5;10;3;5;3;0;10;10;1;2;;;5;7;5;10;10;1;8;2;;1;10;1;0;2;;;;1;10;10;4;;2;2;2;SÃO PAULO;3550308;1;3000;2;6;1;;19,63292645
255143;BANDA-LARGA;ALGAR;GO;05/ago/20;2020;1;;2;2;1;1;1;1;28;4;2;5;7;7;4;4;5;8;8;1;;;;4;5;8;8;;2;;1;6;1;5;1;4;2;;;;1;8;6;5;;2;2;1;ITUMBIARA;5211503;1;999999;99;5;1;;0,082942386
255853;BANDA-LARGA;ALGAR;GO;05/ago/20;2020;1;;2;2;1;1;1;1;24;3;2;8;9;8;10;8;9;8;9;;;;97;;;;;;1;9;1;10;2;;2;;2;;;;2;;;;;2;2;1;ITUMBIARA;5211503;2;2800;2;6;1;;0,082942386
265638;BANDA-LARGA;ALGAR;MG;05/ago/20;2020;1;;2;2;1;1;1;1;36;6;2;1;5;5;1;1;1;10;4;1;2;;;3;3;6;6;1;2;;2;;2;;1;1;2;;;;1;1;1;1;;2;1;1;UBERLÂNDIA;3170206;2;3000;2;6;1;;1,720490595
265671;BANDA-LARGA;ALGAR;MG;05/ago/20;2020;1;;2;2;1;1;1;1;62;8;1;8;10;10;10;8;99;10;10;1;;;;10;10;10;10;;1;10;2;;2;;2;;2;;;;2;;;;;2;2;1;UBERLÂNDIA;3170206;1;4500;3;5;1;;1,720490595
266139;BANDA-LARGA;ALGAR;MG;05/ago/20;2020;1;;2;2;1;1;1;1;60;8;1;9;10;10;10;9;9;9;9;;;;97;;;;;;2;;2;;2;;2;;2;;;;2;;;;;2;1;1;UBERLÂNDIA;3170206;1;1056;1;1;2;;1,720490595
286420;BANDA-LARGA;BRISANET;CE;05/ago/20;2020;1;;2;2;1;1;1;1;20;3;2;9;10;10;10;9;9;10;10;1;2;3;;0;9;10;0;10;2;;2;;1;0;2;;2;;;;2;;;;;2;2;2;QUIXADÁ;2311306;1;3000;2;6;3;;1,30502718
286568;BANDA-LARGA;BRISANET;CE;05/ago/20;2020;1;;2;2;1;1;1;1;32;5;2;2;8;5;2;2;2;5;8;1;2;3;;0;3;7;3;1;2;;1;4;2;;1;3;2;;;;1;2;0;0;;2;2;1;HORIZONTE;2305233;3;999997;5;8;3;;1,30502718
286967;BANDA-LARGA;BRISANET;CE;05/ago/20;2020;1;;2;2;1;1;1;1;46;7;2;8;10;10;9;8;8;10;10;;2;;;;;;;8;2;;2;;2;;2;;2;;;;2;;;;;1;2;1;HORIZONTE;2305233;1;1000;1;3;1;;1,30502718
294871;BANDA-LARGA;BRISANET;PB;05/ago/20;2020;1;;2;2;1;1;2;1;47;7;1;10;8;8;9;9;9;9;9;1;;;;10;10;10;10;;1;10;2;;2;;2;;2;;;;2;;;;;2;2;1;CAMPINA GRANDE;2504009;3;999997;2;6;1;;1,273601605
295133;BANDA-LARGA;BRISANET;PB;05/ago/20;2020;1;;2;2;1;1;1;1;32;5;2;6;10;5;5;3;5;4;8;1;;;;8;8;10;10;;1;7;2;;2;;1;8;1;8;10;10;2;;;;;2;2;1;POMBAL;2512101;1;4500;3;7;3;;1,273601605
299876;BANDA-LARGA;BRISANET;PE;05/ago/20;2020;1;;2;2;1;1;1;1;35;5;2;0;5;6;7;4;4;5;8;1;;3;;2;5;0;3;;2;;2;;2;;2;;2;;;;2;;;;;2;2;2;TORITAMA;2615409;4;4000;2;6;1;;0,153672687
300320;BANDA-LARGA;BRISANET;PE;05/ago/20;2020;1;;2;2;1;1;2;1;26;4;1;10;10;10;10;8;9;10;10;;;3;;;;;;;2;;2;;2;;1;9;1;5;5;10;2;;;;;2;2;2;BREJO DA MADRE DE DEUS;2602605;2;2000;1;5;1;;0,153672687
300486;BANDA-LARGA;BRISANET;PE;05/ago/20;2020;1;;2;2;1;1;1;1;26;4;1;7;6;6;8;7;8;7;6;1;;;;8;8;8;8;;2;;2;;2;;2;;1;9;9;9;2;;;;;2;2;2;VITÓRIA DE SANTO ANTÃO;2616407;2;2000;1;6;1;;0,153672687
309342;BANDA-LARGA;BRISANET;RN;05/ago/20;2020;1;;2;2;1;1;2;1;18;3;2;7;8;7;6;4;8;10;10;1;;;;8;7;9;9;;2;;2;;2;;1;8;2;;;;2;;;;;2;1;1;PAU DOS FERROS;2409407;2;4000;2;4;1;;0,527034435
316643;BANDA-LARGA;HUGHES;BA;05/ago/20;2020;1;;2;2;1;1;1;1;69;8;2;8;8;8;8;7;6;10;10;;;3;;;;;;;2;;2;;2;;2;;2;;;;2;;;;;2;2;2;ITAPARICA;2916104;1;24000;5;9;3;;0,057069444
348675;BANDA-LARGA;HUGHES;RS;05/ago/20;2020;1;;2;2;1;1;1;1;21;3;1;6;5;5;9;8;5;0;3;1;2;;;0;6;6;2;7;1;5;2;;2;;1;5;1;0;5;9;1;2;5;5;;2;2;2;GRAMADO XAVIER;4309159;1;800;1;6;1;;0,068548425
349056;BANDA-LARGA;HUGHES;RS;05/ago/20;2020;1;;2;2;1;1;1;1;66;8;1;7;8;7;7;7;5;10;10;1;;;;7;10;8;8;;2;;2;;2;;1;8;2;;;;2;;;;;2;2;2;TRIUNFO;4322004;2;10000;4;9;1;;0,068548425
358223;BANDA-LARGA;HUGHES;SP;05/ago/20;2020;1;;2;2;1;1;1;1;38;6;1;0;0;0;1;6;5;0;0;1;2;;;8;8;6;0;0;2;;2;;2;;1;6;2;;;;1;8;9;0;;2;2;2;COTIA;3513009;3;999997;99;5;1;;0,106652325
358367;BANDA-LARGA;HUGHES;SP;05/ago/20;2020;1;;2;2;1;1;1;1;58;8;2;8;9;9;8;8;7;7;8;1;;;;7;10;9;9;;2;;2;;2;;2;;2;;;;1;9;9;9;;2;2;2;MOGI DAS CRUZES;3530607;2;5000;3;3;1;;0,106652325
368952;BANDA-LARGA;OI;AC;05/ago/20;2020;1;;2;2;1;1;1;1;54;8;1;0;10;0;0;0;0;0;0;1;2;;;5;4;7;10;0;1;0;2;;2;;1;0;2;;;;1;0;0;0;;2;1;1;RIO BRANCO;1200401;2;900;1;5;1;;0,148912782
369120;BANDA-LARGA;OI;AC;05/ago/20;2020;1;;2;2;1;1;1;1;36;6;2;4;6;5;4;2;3;8;8;1;2;;;7;8;8;8;6;2;;2;;2;;1;8;2;;;;1;0;0;6;;2;2;1;RIO BRANCO;1200401;1;5800;3;7;1;;0,148912782
369342;BANDA-LARGA;OI;AC;05/ago/20;2020;1;;2;2;1;1;1;1;47;7;1;8;8;7;8;7;3;5;8;1;2;;;3;10;8;6;8;1;6;2;;1;8;2;;2;;;;2;;;;;2;1;2;RIO BRANCO;1200401;5;999997;99;3;3;;0,148912782
369469;BANDA-LARGA;OI;AC;05/ago/20;2020;1;;2;2;1;1;1;1;51;8;1;2;4;5;1;1;1;5;10;1;2;3;;6;6;8;6;7;2;;2;;1;6;1;5;2;;;;2;;;;;1;1;1;RIO BRANCO;1200401;2;12000;5;9;1;;0,148912782
380657;BANDA-LARGA;OI;AL;05/ago/20;2020;1;;2;2;1;1;2;1;38;6;1;8;8;8;8;7;9;10;9;;;;97;;;;;;2;;2;;2;;1;8;2;;;;2;;;;;2;2;1;MACEIÓ;2704302;2;3000;2;7;1;;0,083964386
391541;BANDA-LARGA;OI;AM;05/ago/20;2020;1;;2;2;1;1;2;1;21;3;1;8;8;8;7;6;7;8;8;1;2;;;5;6;7;6;6;2;;2;;2;;1;5;2;;;;2;;;;;2;2;1;MANAUS;1302603;2;100000;5;6;3;;0,087477352
392197;BANDA-LARGA;OI;AM;05/ago/20;2020;1;;2;2;1;1;1;1;40;6;2;8;8;7;8;7;8;10;9;1;;;;7;7;9;8;;2;;1;10;1;10;1;8;2;;;;1;9;9;9;;2;1;1;MANAUS;1302603;1;1100;1;5;1;;0,087477352
404549;BANDA-LARGA;OI;BA;05/ago/20;2020;1;;2;2;1;1;2;1;35;5;1;0;0;0;0;0;0;0;0;;2;3;;;;;;0;1;0;2;;1;0;1;0;2;;;;1;10;10;0;;1;1;1;SALVADOR;2927408;2;2000;1;5;1;;0,859429588
404701;BANDA-LARGA;OI;BA;05/ago/20;2020;1;;2;2;1;1;1;1;35;5;1;5;8;5;10;5;5;10;10;1;;;;3;9;10;10;;2;;2;;2;;1;5;2;;;;1;2;0;0;;2;1;1;SALVADOR;2927408;2;1800;1;5;1;;0,859429588
404870;BANDA-LARGA;OI;BA;05/ago/20;2020;1;;2;2;1;1;1;1;52;8;1;10;10;10;10;10;10;10;10;1;2;3;;10;10;10;10;10;2;;2;;2;;1;10;1;10;10;10;1;10;10;10;;2;1;1;SALVADOR;2927408;2;900;1;2;1;;0,859429588
405123;BANDA-LARGA;OI;BA;05/ago/20;2020;1;;2;2;1;1;2;1;54;8;1;8;9;9;10;8;8;10;10;1;2;;;10;8;10;9;9;2;;2;;2;;2;;2;;;;2;;;;;2;1;1;SALVADOR;2927408;2;10000;4;5;1;;0,859429588
405179;BANDA-LARGA;OI;BA;05/ago/20;2020;1;;2;2;1;1;1;1;46;7;1;3;3;3;3;3;4;5;5;;;;97;;;;;;2;;2;;2;;2;;2;;;;2;;;;;2;2;1;SALVADOR;2927408;99;999997;99;5;1;;0,859429588
405278;BANDA-LARGA;OI;BA;05/ago/20;2020;1;;2;2;1;1;1;1;56;8;1;7;7;7;7;5;7;9;7;1;;;;7;8;8;8;;1;9;2;;2;;1;9;2;;;;2;;;;;2;2;1;SALVADOR;2927408;2;999997;2;7;3;;0,859429588
405528;BANDA-LARGA;OI;BA;05/ago/20;2020;1;;2;2;1;1;2;1;67;8;1;9;8;8;9;9;9;10;10;1;;;;5;7;8;9;;2;;2;;2;;1;9;2;;;;1;8;9;10;;2;1;1;SALVADOR;2927408;3;999997;2;7;1;;0,859429588
405667;BANDA-LARGA;OI;BA;05/ago/20;2020;1;;2;2;1;1;2;1;63;8;1;0;0;0;0;0;0;0;0;1;;;;0;0;3;3;;1;2;2;;2;;1;0;2;;;;1;4;5;0;;2;1;1;SALVADOR;2927408;1;2000;1;5;3;;0,859429588
416856;BANDA-LARGA;OI;CE;05/ago/20;2020;1;;2;2;1;1;1;1;38;6;1;8;7;10;9;9;9;10;7;;2;;;;;;;8;1;9;2;;2;;1;9;2;;;;1;10;10;9;;1;1;1;FORTALEZA;2304400;2;999997;99;7;3;;0,253532134
416946;BANDA-LARGA;OI;CE;05/ago/20;2020;1;;2;2;1;1;1;1;30;4;1;8;9;9;8;8;9;8;10;1;2;;;9;9;10;10;10;2;;2;;2;;1;10;2;;;;1;9;10;10;;2;1;1;CAUCAIA;2303709;2;2000;1;9;1;;0,253532134
417127;BANDA-LARGA;OI;CE;05/ago/20;2020;1;;2;2;1;1;1;1;65;8;1;5;3;3;3;2;3;4;2;1;2;;;0;5;8;0;2;2;;2;;2;;2;;2;;;;2;;;;;2;1;1;MARACANAÚ;2307650;2;999997;1;2;1;;0,253532134
428340;BANDA-LARGA;OI;DF;05/ago/20;2020;1;;2;2;1;1;1;1;42;7;2;5;7;10;5;5;3;8;8;1;2;;;5;10;7;9;5;2;;1;0;2;;1;9;2;;;;1;9;9;9;;2;1;1;BRASÍLIA;5300108;2;5000;3;7;2;;0,437668628
440254;BANDA-LARGA;OI;ES;05/ago/20;2020;1;;2;2;1;1;1;1;64;8;2;9;8;8;9;9;10;6;5;;;;97;;;;;;1;5;1;8;1;10;2;;2;;;;2;;;;;2;2;1;VILA VELHA;3205200;1;2500;2;5;1;;0,514795598
449059;BANDA-LARGA;OI;GO;05/ago/20;2020;1;;2;2;1;1;1;1;64;8;1;4;8;10;3;1;3;8;10;1;2;;;0;10;10;8;10;1;5;1;8;2;;1;1;2;;;;1;10;10;10;;2;2;1;CRISTALINA;5206206;1;999997;1;7;1;;1,21207721
449087;BANDA-LARGA;OI;GO;05/ago/20;2020;1;;2;2;1;1;1;1;31;5;1;8;8;8;8;7;7;7;8;1;2;;;7;7;7;8;7;2;;2;;1;5;1;9;2;;;;1;9;9;9;;2;2;1;CRISTALINA;5206206;3;5000;3;5;1;;1,21207721
449173;BANDA-LARGA;OI;GO;05/ago/20;2020;1;;2;2;1;1;1;1;60;8;1;8;8;7;8;10;8;5;8;1;2;;;5;0;8;8;8;1;0;1;8;1;0;2;;1;7;7;10;1;10;10;10;;2;1;1;ÁGUAS LINDAS DE GOIÁS;5200258;1;3000;2;7;3;;1,21207721
460091;BANDA-LARGA;OI;MA;05/ago/20;2020;1;;2;2;1;1;1;1;50;7;1;0;5;5;4;5;2;0;3;1;;;;0;5;6;6;;1;4;1;0;1;3;1;5;2;;;;1;3;6;5;;2;2;1;SÃO LUÍS;2111300;2;999997;99;7;1;;0,194692994
460371;BANDA-LARGA;OI;MA;05/ago/20;2020;1;;2;2;1;1;1;1;38;6;2;99;10;10;10;10;10;10;10;;;;97;;;;;;2;;1;10;2;;2;;2;;;;2;;;;;2;2;1;SÃO LUÍS;2111300;1;1500;1;5;1;;0,194692994
460438;BANDA-LARGA;OI;MA;05/ago/20;2020;1;;2;2;1;1;2;1;39;6;1;7;7;7;6;7;7;6;6;;;;97;;;;;;2;;2;;1;7;1;6;2;;;;1;6;7;6;;2;1;1;SÃO JOSÉ DE RIBAMAR;2111201;2;1500;1;6;1;;0,194692994
460480;BANDA-LARGA;OI;MA;05/ago/20;2020;1;;2;2;1;1;1;1;43;7;2;0;0;2;0;0;0;0;5;;;;97;;;;;;2;;2;;2;;1;2;2;;;;1;0;2;0;;2;1;1;SÃO JOSÉ DE RIBAMAR;2111201;2;3000;2;7;1;;0,194692994
460527;BANDA-LARGA;OI;MA;05/ago/20;2020;1;;2;2;1;1;2;1;21;3;1;2;5;0;4;1;4;2;1;1;;;;6;5;8;8;;2;;1;3;1;3;1;2;2;;;;2;;;;;2;2;1;SÃO JOSÉ DE RIBAMAR;2111201;2;2000;1;6;3;;0,194692994
460650;BANDA-LARGA;OI;MA;05/ago/20;2020;1;;2;2;1;1;1;1;33;5;1;0;2;2;0;0;0;2;10;;;;97;;;;;;1;0;2;;2;;1;0;2;;;;1;7;7;0;;2;1;1;SÃO LUÍS;2111300;1;1000;1;5;1;;0,194692994
461157;BANDA-LARGA;OI;MA;05/ago/20;2020;1;;2;2;1;1;1;1;42;7;1;8;9;9;9;9;8;8;8;1;;;;10;10;10;10;;2;;2;;2;;2;;2;;;;2;;;;;1;1;1;SÃO LUÍS;2111300;2;17000;5;7;1;;0,194692994
472530;BANDA-LARGA;OI;MG;05/ago/20;2020;1;;2;2;1;1;1;1;37;6;2;2;2;0;0;0;0;4;4;1;2;;;3;0;0;7;0;1;0;2;;1;0;1;0;2;;;;1;0;0;2;;1;1;1;BELO HORIZONTE;3106200;1;7000;4;7;1;;2,373394851
472764;BANDA-LARGA;OI;MG;05/ago/20;2020;1;;2;2;1;1;1;1;45;7;2;7;6;5;9;5;7;5;4;1;;;;5;7;5;8;;2;;2;;1;0;1;9;2;;;;2;;;;;1;1;1;BELO HORIZONTE;3106200;2;5000;3;7;1;;2,373394851
472935;BANDA-LARGA;OI;MG;05/ago/20;2020;1;;2;2;1;1;1;1;56;8;1;4;5;6;4;4;5;5;9;1;;;;5;6;9;5;;2;;2;;2;;1;8;2;;;;1;8;9;8;;1;2;1;BELO HORIZONTE;3106200;2;999997;99;7;1;;2,373394851
473490;BANDA-LARGA;OI;MG;05/ago/20;2020;1;;2;2;1;1;1;1;22;3;1;8;3;3;8;8;8;8;7;;;;97;;;;;;2;;2;;2;;2;;2;;;;2;;;;;1;1;1;BELO HORIZONTE;3106200;1;3000;2;9;1;;2,373394851
484354;BANDA-LARGA;OI;MS;05/ago/20;2020;1;;2;2;1;1;1;1;50;7;2;8;7;7;7;7;8;8;7;1;2;3;;5;7;7;8;7;1;8;2;;1;9;1;8;2;;;;2;;;;;1;2;1;CORUMBÁ;5003207;1;999997;1;4;3;;0,515743188
484417;BANDA-LARGA;OI;MS;05/ago/20;2020;1;;2;2;1;1;1;1;40;6;2;8;8;8;7;7;7;7;7;1;;;;5;6;7;6;;2;;2;;2;;1;7;2;;;;1;7;7;8;;2;2;1;CORUMBÁ;5003207;2;2500;2;6;1;;0,515743188
484437;BANDA-LARGA;OI;MS;05/ago/20;2020;1;;2;2;1;1;1;1;23;3;2;8;8;10;10;6;8;10;8;1;;3;;10;10;10;10;;1;10;2;;2;;1;10;1;5;9;9;1;5;10;10;;1;2;1;CORUMBÁ;5003207;1;4500;3;7;1;;0,515743188
494798;BANDA-LARGA;OI;MT;05/ago/20;2020;1;;2;2;1;1;1;1;37;6;1;2;5;5;0;1;1;5;5;1;2;;;1;0;5;5;3;1;5;2;;2;;1;0;2;;;;2;;;;;2;2;1;PONTES E LACERDA;5106752;2;999999;99;6;1;;0,539319816
505703;BANDA-LARGA;OI;PA;05/ago/20;2020;1;;2;2;1;1;1;1;29;4;1;8;8;10;9;7;8;8;9;1;;3;;8;9;8;9;;2;;2;;2;;2;;2;;;;2;;;;;2;2;1;BELÉM;1501402;1;2000;1;7;1;;0,329718823
518153;BANDA-LARGA;OI;PB;05/ago/20;2020;1;;2;2;1;1;2;1;50;7;1;9;9;9;9;10;8;9;9;1;2;;;8;8;8;8;9;2;;1;8;2;;2;;2;;;;2;;;;;1;1;1;JOÃO PESSOA;2507507;1;999997;5;5;1;;0,096240501
530307;BANDA-LARGA;OI;PE;05/ago/20;2020;1;;2;2;1;1;1;1;40;6;2;6;8;7;4;0;6;10;9;1;2;3;;6;7;8;7;8;2;;2;;2;;1;7;2;;;;1;7;6;6;;2;1;1;JABOATÃO DOS GUARARAPES;2607901;1;2000;1;5;1;;0,259755499
530878;BANDA-LARGA;OI;PE;05/ago/20;2020;1;;2;2;1;1;2;1;28;4;2;8;7;7;9;9;8;7;6;;;;97;;;;;;2;;2;;2;;2;;2;;;;2;;;;;2;1;1;RECIFE;2611606;2;14000;5;7;1;;0,259755499
531343;BANDA-LARGA;OI;PE;05/ago/20;2020;1;;2;2;1;1;2;1;46;7;1;7;8;7;8;8;9;5;8;1;2;;;6;7;6;6;7;2;;2;;2;;2;;1;8;8;8;1;10;10;10;;1;1;1;RECIFE;2611606;1;1500;1;3;1;;0,259755499
542590;BANDA-LARGA;OI;PI;05/ago/20;2020;1;;2;2;1;1;1;1;37;6;1;5;8;4;8;4;6;8;8;1;;;;8;8;8;8;;2;;1;8;2;;1;8;2;;;;1;8;8;10;;1;2;1;TERESINA;2211001;2;3000;2;7;1;;0,182607017
542614;BANDA-LARGA;OI;PI;05/ago/20;2020;1;;2;2;1;1;2;1;60;8;1;6;7;6;5;4;4;5;6;;;;97;;;;;;2;;2;;2;;2;;2;;;;2;;;;;2;1;1;TERESINA;2211001;2;4500;3;9;1;;0,182607017
543130;BANDA-LARGA;OI;PI;05/ago/20;2020;1;;2;2;1;1;1;1;47;7;2;2;8;0;7;7;2;3;5;1;;;;3;6;5;5;;2;;2;;2;;2;;2;;;;2;;;;;2;1;1;TIMON;2112209;2;8000;4;9;1;;0,182607017
554662;BANDA-LARGA;OI;PR;05/ago/20;2020;1;;2;2;1;1;1;1;42;7;1;5;5;5;0;0;0;5;10;1;;;;0;0;10;5;;2;;2;;2;;1;5;2;;;;1;5;5;5;;2;2;1;CURITIBA;4106902;2;2600;2;2;1;;1,27543121
555119;BANDA-LARGA;OI;PR;05/ago/20;2020;1;;2;2;1;1;1;1;60;8;1;3;3;5;4;2;3;5;5;;;3;;;;;;;1;10;2;;2;;1;5;2;;;;2;;;;;2;2;1;CURITIBA;4106902;2;3000;2;1;3;;1,27543121
555219;BANDA-LARGA;OI;PR;05/ago/20;2020;1;;2;2;1;1;1;1;65;8;1;4;5;7;5;5;5;7;5;1;;;;8;8;8;8;;2;;1;10;2;;2;;2;;;;2;;;;;2;1;1;CURITIBA;4106902;1;2000;1;5;1;;1,27543121
567535;BANDA-LARGA;OI;RJ;05/ago/20;2020;1;;2;2;1;1;1;1;60;8;1;4;7;5;3;2;3;8;8;1;2;;;2;5;10;10;5;2;;2;;2;;1;8;2;;;;1;10;8;8;;2;2;1;RIO DE JANEIRO;3304557;3;999997;5;9;1;;3,133992759
567957;BANDA-LARGA;OI;RJ;05/ago/20;2020;1;;2;2;1;1;1;1;27;4;1;9;8;8;10;8;8;7;5;1;2;;;8;5;8;8;8;1;7;2;;2;;1;7;1;10;10;10;2;;;;;2;1;1;RIO DE JANEIRO;3304557;2;1500;1;5;1;;3,133992759
568057;BANDA-LARGA;OI;RJ;05/ago/20;2020;1;;2;2;1;1;1;1;71;9;1;5;5;0;5;0;5;4;10;;;;97;;;;;;1;10;1;6;1;4;1;5;2;;;;1;10;10;10;;2;2;1;OUTROS;9999;1;1045;1;3;1;;3,133992759
