OPERADORA,ESTADO,Q5,Q7,Q7a,Q8,J1,B1_1,B1_2,C1_1,C1_2,C1_3,D1_1,D1_2,A1_1,A2_1,A2_2,A2_3,A3,E7,E8,F3,F4_1,F4_2,F4_3,G2_1,G2_2,G2_3,H1,H2,H2a,PESO,Operadoras,Estados,Churn
CLARO/NET,ES,1,76,9,2,6,6,6,8,5,6,10,10,99,99,99,99,99,2,99,2,99,99,99,2,1,2,99,999998,99,"0,630163929",2,6,0
CLARO/NET,SP,2,63,8,1,8,5,5,9,9,8,6,6,1.0,6.0,6.0,6.0,6.0,2,99,2,99,99,99,1,1,1,2,3000,2,"19,63292645",2,24,0
CLARO/NET,SP,1,56,8,2,0,0,0,1,1,0,0,2,99,99,99,99,99,1,5.0,1,7.0,7.0,9.0,1,1,1,2,10000,4,"19,63292645",2,24,1
OI,DF,1,52,8,1,10,10,10,10,10,10,10,10,1.0,10.0,10.0,10.0,10.0,1,10.0,2,99,99,99,1,1,1,1,1300,1,"0,437668628",4,5,0
OI,RN,1,53,8,1,5,10,0,0,10,0,7,10,99,99,99,99,99,2,99,1,10.0,7.0,10.0,2,2,1,1,1040,1,"0,093547923",4,18,0
SERCOMTEL,PR,1,56,8,1,8,8,9,7,8,6,5,7,1.0,7.0,8.0,8.0,6.0,1,7.0,2,99,99,99,2,1,1,1,999998,99,"0,302190147",5,16,0
SKY,AM,1,37,6,1,0,5,5,0,5,0,5,5,99,99,99,99,99,1,5.0,2,99,99,99,2,2,2,2,1045,1,"0,133954269",6,2,1
TIM,AM,1,64,8,2,7,9,6,8,8,4,10,10,1.0,7.0,6.0,7.0,7.0,1,3.0,1,8.0,8.0,3.0,2,2,1,3,20000,5,"0,088639026",7,2,0
TIM,BA,1,40,6,1,6,7,7,8,8,8,7,7,1.0,7.0,6.0,7.0,7.0,1,7.0,1,6.0,6.0,7.0,2,2,1,1,999998,99,"0,148083294",7,3,0
UNIFIQUE,SC,1,29,4,1,8,10,10,9,9,9,10,10,1.0,5.0,9.0,10.0,10.0,1,10.0,2,99,99,99,2,2,1,2,3000,2,"1,803466277",8,22,0
VIVO,BA,2,28,4,1,5,7,3,5,4,4,8,8,1.0,0.0,3.0,8.0,2.0,1,5.0,1,9.0,10.0,5.0,2,2,1,2,5000,3,"0,668020487",9,3,0
VIVO,MS,1,65,8,1,10,9,9,9,10,8,10,9,1.0,7.0,10.0,10.0,10.0,2,99,1,7.0,9.0,8.0,2,1,1,2,1200,1,"0,394052503",9,10,0
OI,AM,1,29,4,1,2,10,9,8,8,8,7,9,1.0,10.0,8.0,10.0,10.0,1,10.0,1,8.0,8.0,10.0,2,2,1,1,3000,2,"0,087477352",4,2,1
OI,BA,1,50,7,1,7,0,0,0,0,0,10,10,1.0,0.0,10.0,0.0,0.0,1,0.0,2,99,99,99,2,2,1,1,4600,3,"0,859429588",4,3,0
OI,CE,1,26,4,2,3,4,0,3,1,1,0,8,1.0,0.0,0.0,4.0,5.0,1,0.0,1,5.0,10.0,3.0,2,1,1,1,3000,2,"0,253532134",4,4,1
OI,MS,1,72,9,1,6,8,8,7,8,7,10,8,1.0,7.0,8.0,9.0,8.0,2,99,2,99,99,99,2,2,1,1,999998,99,"0,515743188",4,10,0
OI,MT,1,44,7,1,9,9,9,8,9,8,10,9,1.0,8.0,9.0,9.0,9.0,1,9.0,1,10.0,10.0,10.0,2,2,1,1,2000,1,"0,539319816",4,11,0
SKY,SP,1,47,7,2,7,6,8,8,9,9,10,8,1.0,7.0,8.0,10.0,8.0,2,99,2,99,99,99,2,2,2,2,1100,1,"0,078931727",6,24,0
TIM,AM,1,37,6,2,5,10,10,5,5,10,10,0,1.0,10.0,10.0,10.0,10.0,1,5.0,1,10.0,10.0,10.0,2,2,2,1,5000,3,"0,088639026",7,2,0
TIM,GO,1,53,8,2,8,8,8,7,7,7,10,7,1.0,7.0,7.0,9.0,9.0,1,8.0,1,9.0,10.0,10.0,1,2,1,2,13000,5,"0,239904845",7,7,0
TIM,RJ,1,60,8,2,10,8,10,10,10,8,10,99,1.0,7.0,10.0,10.0,10.0,2,99,2,99,99,99,2,2,2,1,1600,1,"1,162629684",7,17,0
VIVO,CE,1,59,8,2,10,8,9,10,10,5,3,3,1.0,10.0,10.0,10.0,9.0,1,10.0,1,8.0,10.0,10.0,2,1,1,2,7000,4,"0,665984413",9,4,0
VIVO,MS,2,19,3,1,7,8,7,6,6,8,6,8,99,99,99,99,99,2,99,2,99,99,99,2,2,1,2,8000,4,"0,394052503",9,10,0
VIVO,MS,2,65,8,1,10,10,10,10,10,10,10,10,1.0,10.0,10.0,10.0,10.0,2,99,1,10.0,10.0,10.0,2,1,1,2,999998,99,"0,394052503",9,10,0
CLARO/NET,MA,1,40,6,2,7,7,7,8,8,5,7,8,1.0,9.0,8.0,9.0,9.0,2,99,2,99,99,99,2,2,1,2,2000,1,"0,30203225",2,8,0
CLARO/NET,MS,2,22,3,1,8,8,8,9,7,9,6,9,1.0,5.0,8.0,8.0,7.0,1,7.0,1,9.0,9.0,8.0,2,1,1,1,2600,2,"0,448520949",2,10,0
CLARO/NET,PA,1,44,7,2,7,8,8,8,7,7,0,4,1.0,9.0,5.0,9.0,9.0,2,99,2,99,99,99,1,1,1,3,9000,4,"0,498548009",2,12,0
CLARO/NET,PR,1,38,6,1,8,5,8,8,8,8,8,8,1.0,7.0,9.0,7.0,8.0,1,8.0,1,8.0,9.0,9.0,2,2,1,2,3000,2,"2,176868465",2,16,0
ALGAR,GO,2,18,3,1,3,7,4,1,0,5,6,6,1.0,0.0,7.0,10.0,6.0,1,2.0,2,99,99,99,2,2,1,2,1500,1,"0,082942386",0,7,1
ALGAR,SP,1,52,8,2,6,10,6,8,8,8,10,8,1.0,10.0,7.0,10.0,10.0,2,99,2,99,99,99,2,2,1,3,4000,2,"0,385319884",0,24,0
BRISANET,RN,1,32,5,1,8,9,7,8,6,6,10,9,99,99,99,99,99,1,7.0,1,10.0,10.0,8.0,2,2,2,2,5000,3,"0,527034435",1,18,0
HUGHES,RS,1,27,4,2,2,5,5,2,2,2,2,5,1.0,1.0,2.0,8.0,7.0,1,0.0,2,99,99,99,2,2,2,1,1800,1,"0,068548425",3,21,1
HUGHES,SP,1,24,3,1,5,5,5,5,7,0,0,0,1.0,0.0,0.0,0.0,0.0,1,0.0,2,99,99,99,2,2,2,2,1500,1,"0,106652325",3,24,0
OI,AL,1,67,8,1,0,0,0,0,6,0,6,6,1.0,8.0,6.0,0.0,8.0,1,6.0,1,8.0,7.0,8.0,1,1,1,3,25000,5,"0,083964386",4,1,1
OI,ES,1,47,7,1,10,10,99,10,10,10,10,10,99,99,99,99,99,1,10.0,1,10.0,10.0,10.0,2,1,1,1,13000,5,"0,514795598",4,6,0
OI,MG,1,67,8,1,8,8,8,8,7,7,7,8,1.0,9.0,9.0,9.0,9.0,1,8.0,1,8.0,8.0,8.0,2,2,1,2,999998,1,"2,373394851",4,9,0
OI,MT,1,31,5,2,8,7,7,6,6,7,8,8,99,99,99,99,99,1,7.0,1,7.0,7.0,7.0,2,2,1,1,4000,2,"0,539319816",4,11,0
OI,PA,1,30,4,1,0,7,5,0,0,0,7,7,99,99,99,99,99,1,5.0,1,7.0,7.0,7.0,2,2,1,1,1900,1,"0,329718823",4,12,1
OI,PI,1,57,8,1,8,8,99,5,7,6,10,9,1.0,7.0,9.0,8.0,8.0,1,9.0,1,10.0,10.0,10.0,2,1,1,2,999999,99,"0,182607017",4,15,0
OI,PI,2,47,7,2,9,7,8,9,9,9,9,10,1.0,7.0,9.0,10.0,9.0,1,9.0,1,9.0,10.0,10.0,2,1,1,1,4000,2,"0,182607017",4,15,0
OI,RR,1,55,8,2,5,7,0,3,2,3,0,5,1.0,3.0,0.0,4.0,3.0,1,3.0,1,3.0,2.0,2.0,2,2,1,3,10000,4,"0,084349574",4,20,0
OI,TO,1,45,7,1,8,9,9,9,9,8,9,10,1.0,8.0,8.0,9.0,8.0,1,7.0,1,10.0,10.0,9.0,2,2,1,1,10000,4,"0,200930781",4,25,0
SERCOMTEL,PR,2,52,8,1,5,99,10,7,5,8,5,8,1.0,8.0,8.0,8.0,10.0,1,5.0,1,9.0,10.0,7.0,2,1,1,1,999999,99,"0,302190147",5,16,0
SKY,MG,1,49,7,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1,0.0,2,99,99,99,2,2,2,1,1200,1,"0,105366518",6,9,1
TIM,GO,1,44,7,2,7,5,5,7,5,7,6,6,99,99,99,99,99,2,99,2,99,99,99,2,2,1,1,2600,2,"0,239904845",7,7,0
TIM,GO,1,29,4,2,6,8,6,8,7,5,9,8,1.0,6.0,7.0,10.0,9.0,1,7.0,2,99,99,99,2,1,2,2,2000,1,"0,239904845",7,7,0
VIVO,DF,1,28,4,1,5,8,5,6,5,7,5,7,1.0,6.0,5.0,7.0,7.0,1,4.0,1,6.0,5.0,4.0,2,2,1,2,5000,3,"0,860180898",9,5,0
VIVO,PE,1,55,8,1,7,8,5,5,3,5,7,8,1.0,8.0,7.0,9.0,10.0,1,4.0,1,9.0,6.0,7.0,2,2,1,1,5000,3,"0,710561378",9,14,0
CLARO/NET,AL,1,61,8,2,1,1,1,1,1,1,5,5,1.0,5.0,1.0,1.0,5.0,1,0.0,1,5.0,0.0,0.0,1,1,1,2,10000,4,"0,343029426",2,1,1
CLARO/NET,AM,1,74,9,1,7,6,7,5,4,5,7,8,1.0,7.0,3.0,8.0,0.0,2,99,2,99,99,99,2,2,1,1,999998,1,"0,835665362",2,2,0
CLARO/NET,MG,1,41,7,2,6,9,8,6,4,4,5,7,99,99,99,99,99,1,6.0,1,6.0,4.0,8.0,2,2,1,3,10000,4,"2,41303017",2,9,0
CLARO/NET,PR,1,32,5,1,8,7,7,7,7,9,7,6,1.0,6.0,6.0,7.0,7.0,1,6.0,2,99,99,99,2,2,1,1,999999,99,"2,176868465",2,16,0
CLARO/NET,PR,2,57,8,1,6,8,6,6,5,5,8,10,1.0,7.0,7.0,7.0,7.0,1,6.0,2,99,99,99,1,1,1,2,15000,5,"2,176868465",2,16,0
CLARO/NET,PR,1,52,8,2,3,0,0,0,0,0,0,0,1.0,0.0,0.0,7.0,0.0,1,4.0,1,0.0,0.0,0.0,1,2,1,2,3000,2,"2,176868465",2,16,1
CLARO/NET,RS,1,74,9,2,5,5,5,5,5,5,10,10,1.0,10.0,10.0,10.0,10.0,1,10.0,2,99,99,99,1,2,1,1,4000,2,"2,903910715",2,21,0
CLARO/NET,SC,1,38,6,2,10,9,9,10,10,9,8,8,1.0,7.0,8.0,9.0,8.0,2,99,2,99,99,99,1,2,1,2,3500,2,"2,442418163",2,22,0
CLARO/NET,SC,1,42,7,1,8,2,5,9,8,9,8,8,1.0,7.0,7.0,5.0,6.0,2,99,2,99,99,99,2,1,1,2,4000,2,"2,442418163",2,22,0
ALGAR,SP,1,37,6,2,5,7,7,6,5,6,5,5,1.0,8.0,5.0,8.0,8.0,1,5.0,1,10.0,10.0,5.0,2,2,1,2,999998,99,"0,385319884",0,24,0
HUGHES,PR,1,39,6,2,6,8,7,7,5,2,10,10,99,99,99,99,99,1,5.0,2,99,99,99,2,2,2,2,10000,4,"0,06671216",3,16,0
HUGHES,PR,1,32,5,2,9,9,9,9,10,7,10,9,1.0,8.0,10.0,10.0,10.0,2,99,2,99,99,99,2,2,2,1,1500,1,"0,06671216",3,16,0
HUGHES,RS,1,40,6,2,5,5,5,5,5,5,5,5,1.0,8.0,8.0,5.0,8.0,1,5.0,2,99,99,99,2,2,2,1,2000,1,"0,068548425",3,21,0
OI,MG,2,18,3,2,6,7,7,5,4,5,8,8,1.0,5.0,5.0,6.0,6.0,1,5.0,1,8.0,8.0,6.0,2,1,1,2,3000,2,"2,373394851",4,9,0
OI,PE,1,44,7,2,10,10,10,10,10,10,10,10,99,99,99,99,99,2,99,2,99,99,99,2,1,1,3,2200,2,"0,259755499",4,14,0
OI,PI,1,60,8,2,10,10,10,10,10,10,10,10,1.0,10.0,10.0,10.0,10.0,2,99,1,10.0,10.0,10.0,2,2,1,3,999998,2,"0,182607017",4,15,0
OI,PR,1,52,8,1,8,9,10,10,10,8,10,10,99,99,99,99,99,2,99,2,99,99,99,1,2,1,3,3500,2,"1,27543121",4,16,0
OI,PR,1,31,5,2,9,7,7,10,9,8,7,7,1.0,9.0,9.0,9.0,10.0,2,99,2,99,99,99,2,2,1,2,2500,2,"1,27543121",4,16,0
OI,PR,1,43,7,1,6,10,7,3,7,6,10,10,1.0,5.0,5.0,7.0,8.0,1,4.0,1,7.0,7.0,7.0,2,1,1,1,4000,2,"1,27543121",4,16,0
OI,PR,1,42,7,1,5,6,0,5,0,2,6,7,1.0,0.0,0.0,10.0,8.0,1,0.0,1,10.0,0.0,5.0,1,2,1,1,999998,1,"1,27543121",4,16,0
OI,PR,1,66,8,1,10,10,10,10,8,10,10,10,1.0,9.0,10.0,10.0,9.0,1,10.0,1,10.0,10.0,10.0,2,2,2,2,4000,2,"1,27543121",4,16,0
OI,PR,1,38,6,1,4,5,5,4,4,4,8,8,1.0,9.0,9.0,9.0,9.0,1,7.0,1,9.0,7.0,9.0,2,2,1,1,2500,2,"1,27543121",4,16,0
OI,PR,1,61,8,2,9,9,9,9,9,9,9,9,1.0,7.0,99.0,10.0,9.0,2,99,2,99,99,99,2,1,1,3,999998,99,"1,27543121",4,16,0
OI,PR,1,27,4,1,7,7,8,7,6,5,7,8,1.0,7.0,6.0,7.0,8.0,1,6.0,1,5.0,6.0,8.0,1,2,1,2,2500,2,"1,27543121",4,16,0
OI,RS,2,55,8,1,9,8,8,9,7,7,8,9,1.0,5.0,7.0,8.0,6.0,1,9.0,1,9.0,9.0,8.0,2,1,1,1,999998,99,"1,122710263",4,21,0
OI,RS,1,54,8,2,7,8,8,7,5,7,9,8,1.0,7.0,8.0,8.0,8.0,2,99,1,7.0,7.0,7.0,2,2,1,1,1300,1,"1,122710263",4,21,0
OI,SC,1,51,8,2,10,10,10,10,8,8,10,10,1.0,8.0,8.0,8.0,10.0,2,99,2,99,99,99,2,2,1,2,3000,2,"1,039331554",4,22,0
OI,SC,1,55,8,1,8,0,0,5,8,8,5,5,1.0,0.0,6.0,3.0,5.0,1,8.0,1,8.0,8.0,5.0,2,2,1,1,1400,1,"1,039331554",4,22,0
OI,SC,1,59,8,1,9,10,8,10,8,8,10,10,99,99,99,99,99,2,99,2,99,99,99,2,2,1,2,2500,2,"1,039331554",4,22,0
OI,SC,2,62,8,1,8,6,8,7,9,9,9,9,1.0,6.0,7.0,8.0,8.0,2,99,2,99,99,99,2,2,1,2,2000,1,"1,039331554",4,22,0
OI,SC,1,53,8,2,8,7,7,8,5,8,5,7,99,99,99,99,99,1,8.0,1,9.0,9.0,9.0,2,1,1,2,999998,99,"1,039331554",4,22,0
OI,SC,1,42,7,1,5,8,6,3,0,3,9,7,1.0,4.0,7.0,8.0,3.0,1,0.0,1,4.0,8.0,0.0,2,2,1,1,1500,1,"1,039331554",4,22,0
SERCOMTEL,PR,1,22,3,1,9,10,10,10,10,10,10,10,1.0,9.0,10.0,10.0,10.0,2,99,2,99,99,99,2,2,1,3,3500,2,"0,302190147",5,16,0
SERCOMTEL,PR,1,33,5,1,5,9,8,5,3,3,10,10,1.0,7.0,8.0,8.0,7.0,1,3.0,1,8.0,6.0,2.0,2,2,1,2,4000,2,"0,302190147",5,16,0
SERCOMTEL,PR,1,42,7,1,0,0,0,0,0,0,0,2,1.0,5.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,2,2,1,2,3000,2,"0,302190147",5,16,1
SERCOMTEL,PR,1,54,8,2,5,8,2,7,8,6,9,10,1.0,8.0,10.0,10.0,7.0,1,8.0,2,99,99,99,2,1,1,2,2500,2,"0,302190147",5,16,0
SKY,DF,1,43,7,1,8,9,9,8,6,7,10,10,1.0,2.0,8.0,10.0,9.0,2,99,2,99,99,99,1,2,2,2,1000,1,"0,070998408",6,5,0
SKY,GO,1,36,6,2,8,9,9,10,10,9,10,10,1.0,8.0,9.0,9.0,9.0,2,99,2,99,99,99,2,2,2,1,999998,1,"0,091818997",6,7,0
SKY,MG,1,62,8,2,8,8,9,9,9,8,7,7,1.0,6.0,8.0,8.0,8.0,2,99,2,99,99,99,2,1,2,1,2900,2,"0,105366518",6,9,0
TIM,GO,1,54,8,2,5,5,6,4,3,7,5,7,1.0,3.0,6.0,9.0,99.0,2,99,1,99.0,9.0,8.0,2,1,1,3,999998,99,"0,239904845",7,7,0
UNIFIQUE,SC,1,66,8,2,7,10,8,8,5,8,10,10,99,99,99,99,99,2,99,2,99,99,99,2,2,2,2,999998,4,"1,803466277",8,22,0
UNIFIQUE,SC,1,31,5,2,10,10,10,10,10,10,10,10,99,99,99,99,99,2,99,2,99,99,99,2,2,2,2,3800,2,"1,803466277",8,22,0
VIVO,MG,1,51,8,2,5,7,7,6,6,6,8,8,1.0,3.0,4.0,6.0,6.0,1,3.0,1,2.0,3.0,6.0,2,2,1,2,10000,4,"1,475334685",9,9,0
VIVO,PR,2,25,4,2,5,7,3,7,5,2,3,8,99,99,99,99,99,1,3.0,2,99,99,99,2,2,1,1,999998,99,"1,950081038",9,16,0
VIVO,PR,1,45,7,2,8,9,8,6,5,4,9,9,1.0,3.0,4.0,8.0,8.0,1,7.0,2,99,99,99,2,2,1,2,2500,2,"1,950081038",9,16,0
VIVO,PR,2,20,3,1,8,10,10,10,7,10,9,10,1.0,7.0,8.0,10.0,9.0,1,10.0,1,10.0,10.0,10.0,1,2,1,2,3000,2,"1,950081038",9,16,0
VIVO,RJ,1,68,8,2,7,8,99,8,9,9,10,99,99,99,99,99,99,2,99,2,99,99,99,1,2,1,2,20000,5,"1,225023816",9,17,0
VIVO,SC,1,53,8,1,0,6,5,3,0,3,6,10,1.0,2.0,7.0,8.0,7.0,1,2.0,1,9.0,8.0,8.0,2,1,1,2,5000,3,"1,124866094",9,22,1
VIVO,SC,1,47,7,2,3,5,4,8,3,5,6,6,99,99,99,99,99,2,99,2,99,99,99,2,2,1,1,5000,3,"1,124866094",9,22,1
VIVO,SC,1,38,6,1,5,6,6,3,3,4,8,4,1.0,3.0,6.0,9.0,9.0,1,5.0,2,99,99,99,2,2,1,2,5000,3,"1,124866094",9,22,0
VIVO,SE,1,31,5,1,8,7,8,7,7,7,6,7,1.0,7.0,7.0,7.0,7.0,2,99,1,8.0,8.0,8.0,2,2,2,1,999998,99,"0,190393961",9,23,0
CLARO/NET,PR,1,27,4,1,6,8,0,6,2,8,3,10,1.0,10.0,0.0,10.0,8.0,1,4.0,1,10.0,10.0,4.0,1,1,1,2,7000,4,"2,176868465",2,16,0
CLARO/NET,RS,1,35,5,1,7,5,7,5,7,5,9,9,99,99,99,99,99,1,7.0,2,99,99,99,2,1,1,2,3000,2,"2,903910715",2,21,0
CLARO/NET,SC,1,59,8,2,7,3,7,7,7,10,5,5,1.0,2.0,5.0,8.0,10.0,2,99,2,99,99,99,2,1,1,2,999998,99,"2,442418163",2,22,0
CLARO/NET,SC,1,21,3,2,3,6,5,3,1,4,4,3,1.0,7.0,7.0,7.0,7.0,1,5.0,1,99.0,5.0,3.0,2,2,1,3,5000,3,"2,442418163",2,22,1
CLARO/NET,SC,2,27,4,1,7,7,7,7,9,9,7,6,99,99,99,99,99,1,7.0,2,99,99,99,2,2,2,2,3000,2,"2,442418163",2,22,0
HUGHES,PR,1,54,8,2,0,0,0,0,0,0,10,0,1.0,0.0,0.0,0.0,0.0,1,0.0,2,99,99,99,2,2,2,1,2000,1,"0,06671216",3,16,1
HUGHES,RS,1,62,8,2,5,0,0,5,6,4,8,0,99,99,99,99,99,2,99,2,99,99,99,2,2,2,1,6000,3,"0,068548425",3,21,0
HUGHES,RS,1,53,8,1,6,5,6,6,7,5,6,7,1.0,3.0,3.0,9.0,5.0,1,7.0,2,99,99,99,2,2,2,2,3000,2,"0,068548425",3,21,0
HUGHES,RS,2,26,4,1,8,10,10,8,9,8,10,10,1.0,5.0,10.0,10.0,10.0,1,9.0,2,99,99,99,2,2,2,3,4100,2,"0,068548425",3,21,0
OI,PR,1,60,8,2,5,5,99,7,3,99,9,6,1.0,8.0,5.0,8.0,8.0,1,5.0,1,8.0,8.0,7.0,2,2,1,2,4000,2,"1,27543121",4,16,0
OI,PR,2,31,5,1,5,6,6,7,4,3,2,7,99,99,99,99,99,1,3.0,2,99,99,99,2,2,1,2,5000,3,"1,27543121",4,16,0
OI,PR,2,19,3,2,3,6,4,8,5,2,5,8,1.0,5.0,7.0,7.0,8.0,2,99,2,99,99,99,2,2,1,3,4000,2,"1,27543121",4,16,1
OI,PR,1,69,8,2,8,10,10,7,7,7,10,10,1.0,0.0,8.0,7.0,8.0,1,8.0,1,10.0,10.0,10.0,2,2,1,2,2500,2,"1,27543121",4,16,0
OI,RJ,1,55,8,1,8,7,8,9,8,8,9,8,1.0,7.0,7.0,7.0,8.0,1,8.0,1,9.0,9.0,9.0,2,1,1,2,999998,99,"3,133992759",4,17,0
OI,RS,1,32,5,1,7,7,6,8,6,7,7,7,1.0,6.0,8.0,8.0,6.0,2,99,2,99,99,99,1,1,1,2,3000,2,"1,122710263",4,21,0
OI,RS,1,57,8,1,5,7,7,5,5,3,6,8,99,99,99,99,99,1,7.0,1,99.0,99.0,6.0,2,2,1,2,999999,99,"1,122710263",4,21,0
OI,RS,1,66,8,1,5,10,5,5,8,8,8,10,1.0,5.0,5.0,5.0,5.0,1,5.0,1,8.0,10.0,10.0,2,2,1,1,999998,99,"1,122710263",4,21,0
OI,SC,1,30,4,2,7,6,7,7,6,5,9,8,99,99,99,99,99,1,5.0,2,99,99,99,2,2,1,2,3000,2,"1,039331554",4,22,0
OI,SC,2,45,7,1,8,9,8,9,8,8,8,9,1.0,8.0,9.0,9.0,9.0,1,9.0,1,9.0,9.0,9.0,2,2,1,2,4000,2,"1,039331554",4,22,0
OI,SC,1,30,4,2,9,9,9,9,9,10,9,10,1.0,9.0,9.0,10.0,9.0,1,9.0,1,9.0,9.0,9.0,2,2,1,2,6500,4,"1,039331554",4,22,0
OI,SC,1,27,4,1,7,10,10,5,5,5,10,10,99,99,99,99,99,1,10.0,1,10.0,10.0,10.0,1,2,1,2,2100,2,"1,039331554",4,22,0
OI,SC,1,37,6,2,7,9,8,8,6,6,9,9,1.0,7.0,8.0,9.0,8.0,2,99,2,99,99,99,1,1,1,1,999998,99,"1,039331554",4,22,0
SERCOMTEL,PR,1,39,6,1,10,10,8,10,10,10,10,10,1.0,5.0,8.0,10.0,10.0,2,99,2,99,99,99,2,2,1,1,999998,99,"0,302190147",5,16,0
SERCOMTEL,PR,1,50,7,1,7,8,8,8,5,5,5,10,1.0,10.0,10.0,10.0,10.0,1,7.0,2,99,99,99,2,2,1,1,3000,2,"0,302190147",5,16,0
SERCOMTEL,PR,1,58,8,1,4,5,5,2,0,0,5,0,1.0,2.0,0.0,0.0,0.0,1,0.0,2,99,99,99,2,2,1,2,20000,5,"0,302190147",5,16,0
SERCOMTEL,PR,1,69,8,2,6,10,10,5,5,6,8,10,1.0,8.0,10.0,10.0,10.0,1,10.0,1,10.0,10.0,10.0,2,2,1,1,999998,99,"0,302190147",5,16,0
SKY,MA,1,63,8,2,2,2,2,2,2,0,10,2,99,99,99,99,99,1,2.0,2,99,99,99,2,2,2,1,5000,3,"0,099019332",6,8,1
VIVO,PR,1,58,8,1,8,7,9,10,9,9,9,9,1.0,0.0,5.0,8.0,7.0,1,10.0,2,99,99,99,2,2,1,1,5000,3,"1,950081038",9,16,0
VIVO,RS,1,28,4,1,6,7,6,6,6,7,10,10,99,99,99,99,99,1,6.0,1,7.0,7.0,8.0,2,1,2,1,2000,1,"1,524497128",9,21,0
VIVO,RS,1,63,8,1,10,10,10,10,10,10,10,10,99,99,99,99,99,2,99,2,99,99,99,2,1,1,1,6000,3,"1,524497128",9,21,0
VIVO,RS,1,69,8,1,10,10,8,10,10,10,8,10,99,99,99,99,99,2,99,2,99,99,99,2,1,1,2,999998,99,"1,524497128",9,21,0
VIVO,RS,1,40,6,1,10,10,10,10,10,10,10,10,1.0,8.0,10.0,10.0,10.0,2,99,2,99,99,99,2,2,1,1,1300,1,"1,524497128",9,21,0
CLARO/NET,PR,1,56,8,1,8,8,8,7,7,8,10,9,99,99,99,99,99,1,8.0,2,99,99,99,1,2,1,2,999998,5,"2,176868465",2,16,0
CLARO/NET,PR,1,64,8,2,7,9,8,7,5,5,10,10,1.0,8.0,99.0,10.0,10.0,1,5.0,1,10.0,5.0,5.0,1,2,1,1,999998,4,"2,176868465",2,16,0
CLARO/NET,PR,1,63,8,2,0,0,5,0,0,2,3,0,1.0,3.0,0.0,5.0,0.0,2,99,1,5.0,10.0,5.0,2,2,2,1,1800,1,"2,176868465",2,16,1
CLARO/NET,RS,2,45,7,2,7,9,7,8,6,9,9,9,1.0,4.0,6.0,6.0,6.0,1,5.0,1,6.0,8.0,9.0,1,1,1,2,999998,3,"2,903910715",2,21,0
CLARO/NET,SC,1,70,8,2,8,8,8,7,6,7,8,8,1.0,6.0,7.0,7.0,8.0,1,7.0,1,8.0,8.0,7.0,1,2,2,2,999998,99,"2,442418163",2,22,0
ALGAR,SP,1,41,7,1,7,7,4,7,7,4,8,8,99,99,99,99,99,2,99,2,99,99,99,2,2,1,2,12000,5,"0,385319884",0,24,0
HUGHES,RS,1,60,8,2,6,6,6,7,7,5,10,7,99,99,99,99,99,2,99,2,99,99,99,2,2,2,2,999998,5,"0,068548425",3,21,0
HUGHES,RS,1,36,6,2,5,7,7,7,7,5,10,8,99,99,99,99,99,1,7.0,2,99,99,99,2,2,2,1,4000,2,"0,068548425",3,21,0
OI,ES,1,62,8,1,10,10,10,10,10,0,10,99,1.0,99.0,0.0,10.0,10.0,2,99,2,99,99,99,2,1,1,2,1045,1,"0,514795598",4,6,0
OI,PR,1,66,8,1,5,5,5,3,5,3,2,8,1.0,0.0,8.0,4.0,4.0,1,5.0,1,4.0,0.0,4.0,2,2,1,2,999998,2,"1,27543121",4,16,0
OI,PR,1,65,8,2,7,5,6,6,4,5,6,5,99,99,99,99,99,2,99,1,8.0,8.0,7.0,1,1,1,1,1200,1,"1,27543121",4,16,0
OI,PR,1,37,6,1,6,7,5,7,7,4,6,5,1.0,8.0,7.0,8.0,7.0,1,4.0,2,99,99,99,1,1,1,2,3200,2,"1,27543121",4,16,0
OI,PR,1,61,8,2,10,0,7,10,8,10,10,10,1.0,0.0,0.0,5.0,0.0,1,6.0,1,8.0,9.0,10.0,2,2,1,2,4500,3,"1,27543121",4,16,0
SERCOMTEL,PR,1,61,8,1,8,9,10,8,8,8,10,10,99,99,99,99,99,2,99,2,99,99,99,2,1,1,2,2000,1,"0,302190147",5,16,0
SERCOMTEL,PR,1,36,6,2,5,10,8,10,8,8,10,10,1.0,7.0,10.0,10.0,10.0,1,9.0,2,99,99,99,2,1,1,2,999998,1,"0,302190147",5,16,0
TIM,BA,1,52,8,1,10,10,9,9,10,10,10,10,1.0,10.0,10.0,10.0,10.0,2,99,2,99,99,99,2,1,1,2,5000,3,"0,148083294",7,3,0
UNIFIQUE,SC,2,42,7,1,8,5,3,6,7,7,9,9,1.0,8.0,9.0,9.0,9.0,2,99,2,99,99,99,1,1,1,2,2000,1,"1,803466277",8,22,0
VIVO,CE,1,42,7,1,0,10,10,0,0,0,10,10,1.0,10.0,10.0,10.0,10.0,1,0.0,1,10.0,10.0,0.0,2,1,1,99,2000,1,"0,665984413",9,4,1
VIVO,PR,1,35,5,2,5,10,10,10,10,10,10,10,1.0,10.0,10.0,10.0,10.0,1,10.0,1,10.0,10.0,10.0,1,2,1,3,4000,2,"1,950081038",9,16,0
